TransactionID,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9,V1,V3,V4,V6,V8,V11,V13,V14,V17,V20,V23,V26,V27,V30,V36,V37,V40,V41,V44,V47,V48,V54,V56,V59,V62,V65,V67,V68,V70,V76,V78,V80,V82,V86,V88,V89,V91,V107,V108,V111,V115,V117,V120,V121,V123,V124,V127,V129,V130,V136,V138,V139,V142,V147,V156,V160,V162,V165,V166,V169,V171,V173,V175,V176,V178,V180,V182,V185,V187,V188,V198,V203,V205,V207,V209,V210,V215,V218,V220,V221,V223,V224,V226,V228,V229,V234,V235,V238,V240,V250,V252,V253,V257,V258,V260,V261,V264,V266,V267,V271,V274,V277,V281,V283,V284,V285,V286,V289,V291,V294,V296,V297,V301,V303,V305,V307,V309,V310,V314,V320,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo,cents,addr1_FE,card1_FE,card2_FE,card3_FE,P_emaildomain_FE,card1_addr1,card1_addr1_P_emaildomain,card1_addr1_FE,card1_addr1_P_emaildomain_FE,TransactionAmt_card1_mean,TransactionAmt_card1_std,TransactionAmt_card1_addr1_mean,TransactionAmt_card1_addr1_std,TransactionAmt_card1_addr1_P_emaildomain_mean,TransactionAmt_card1_addr1_P_emaildomain_std,D9_card1_mean,D9_card1_std,D9_card1_addr1_mean,D9_card1_addr1_std,D9_card1_addr1_P_emaildomain_mean,D9_card1_addr1_P_emaildomain_std,D11_card1_mean,D11_card1_std,D11_card1_addr1_mean,D11_card1_addr1_std,D11_card1_addr1_P_emaildomain_mean,D11_card1_addr1_P_emaildomain_std
2987000.0,86400.0,68.5,4,12926.0,-1.0,50.0,1.0,42.0,1,215.0,77.0,19.0,-1.0,-1,-1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,14.0,-1.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,407.9993591308594,407.999267578125,-1.0,-1.0,-1.0,394.9993591308594,0,1,1,2,0.0,1,-1,-1,-1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,117.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0.5,0.03922145813703537,5.103756484459154e-05,-1.0,0.8720542788505554,-1.0,10230,543,2.73415525953169e-06,9.113850865105633e-07,316.5703430175781,351.5140075683594,142.0,152.65402221679688,68.5,-1.0,0.7083330154418945,0.1572880893945694,-1.0,-1.0,-1.0,-1.0,288.0806884765625,71.89166259765625,407.999267578125,-1.0,407.999267578125,-1.0
2987001.0,86401.0,29.0,4,1755.0,304.0,50.0,2.0,2.0,1,225.0,77.0,-1.0,-1.0,16,-1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,394.9993591308594,-1.0,-1.0,-1.0,-1.0,-1.0,394.9993591308594,-1.0,-1.0,-1.0,-1.0,394.9993591308594,-1,-1,-1,0,1.0,1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0.0,0.07008733600378036,0.0012194332666695118,0.005097377113997936,0.8720542788505554,0.3971843719482422,26060,42036,9.751820471137762e-05,1.913908818096388e-05,213.05381774902344,391.54388427734375,236.31842041015625,499.7086181640625,512.4685668945312,996.724609375,0.6108971238136292,0.32251960039138794,0.46666640043258667,0.3552679121494293,0.7708330154418945,0.029462290927767754,394.8276062011719,243.82156372070312,275.2381896972656,172.36114501953125,357.8042297363281,252.50250244140625
2987002.0,86469.0,59.0,4,3663.0,390.0,50.0,3.0,66.0,2,230.0,77.0,287.0,-1.0,35,-1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,394.9985656738281,-1.0,-1.0,-1.0,-1.0,-1.0,394.9985656738281,709.9984741210938,-1.0,-1.0,-1.0,709.99853515625,0,1,1,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0.0,0.044099193066358566,0.0016350249061360955,0.06424900144338608,0.8720542788505554,0.009053699672222137,32502,58895,4.283510133973323e-05,3.645540346042253e-06,104.87694549560547,130.38096618652344,65.73383331298828,54.5682373046875,73.5,17.0587215423584,0.7361109852790833,0.024056443944573402,-1.0,-1.0,-1.0,-1.0,301.849365234375,184.57118225097656,388.704345703125,197.34754943847656,710.10595703125,0.19753313064575195
2987003.0,86499.0,50.0,4,17132.0,467.0,50.0,2.0,17.0,2,376.0,77.0,-1.0,-1.0,54,-1,2.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,1.0,112.0,112.0,0.0,488.99822998046875,0.0,-1.0,-1.0,-1.0,-1.0,478.99822998046875,-1.0,-1.0,-1.0,-1.0,505.99822998046875,-1,-1,-1,0,1.0,0,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1758.0,0.0,354.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,1758.0,0.0,354.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0.0,0.015908226370811462,0.006958425510674715,0.010286803357303143,0.8720542788505554,0.16658662259578705,24904,38758,0.0003308327868580818,0.0001294166868319735,120.95870208740234,196.46348571777344,112.92376708984375,211.49220275878906,74.11267852783203,57.11560821533203,0.5632475018501282,0.31393998861312866,0.7812497615814209,0.15728819370269775,0.75,-1.0,393.772216796875,241.9916229248047,428.5717468261719,217.9626007080078,464.1146545410156,184.4017333984375
2987004.0,86506.0,50.0,1,3497.0,414.0,50.0,2.0,2.0,1,320.0,77.0,-1.0,-1.0,16,-1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169690.796875,0.0,5155.0,2840.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,70786.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,1,-1.0,240.0,1,1,66.0,-1.0,442.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,7.0,161,32.0,268.0,3.0,1,0,1,1,1,1565,0.0,0.006477213930338621,2.73415535048116e-05,0.02481245994567871,0.8720542788505554,0.3971843719482422,31942,57667,9.113850865105633e-07,9.113850865105633e-07,99.8116683959961,69.8297348022461,50.0,-1.0,50.0,-1.0,0.624999463558197,0.31068918108940125,-1.0,-1.0,-1.0,-1.0,432.59033203125,245.09677124023438,-1.0,-1.0,-1.0,-1.0
2987005.0,86510.0,49.0,4,4937.0,455.0,50.0,3.0,126.0,2,172.0,77.0,36.0,-1.0,16,-1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,394.9980773925781,-1.0,-1.0,-1.0,-1.0,-1.0,394.9980773925781,394.99798583984375,-1.0,-1.0,-1.0,394.9980773925781,0,1,1,1,0.0,1,-1,-1,-1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0.0,0.032745156437158585,9.113850865105633e-06,0.07327900826931,0.8720542788505554,0.3971843719482422,36762,68812,4.556925432552816e-06,1.8227701730211265e-06,143.14999389648438,82.93171691894531,116.30000305175781,116.26457214355469,49.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,500.3674011230469,138.86297607421875,383.6337890625,15.513834953308105,394.95355224609375,0.0628601685166359
2987006.0,86522.0,159.0,4,11308.0,260.0,50.0,3.0,66.0,2,26.0,77.0,0.0,-1.0,54,-1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,394.9979553222656,-1.0,-1.0,-1.0,-1.0,-1.0,394.9979553222656,394.99786376953125,-1.0,-1.0,-1.0,394.9979553222656,0,1,1,0,0.0,0,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0.0,0.02569923736155033,0.00029164322768338025,0.02418087050318718,0.8720542788505554,0.16658662259578705,4491,90943,1.8227701730211265e-06,1.8227701730211265e-06,106.8268051147461,167.02015686035156,118.75,56.922096252441406,118.75,56.922096252441406,0.5520830154418945,0.37941062450408936,-1.0,-1.0,-1.0,-1.0,328.0388488769531,206.55514526367188,376.451904296875,26.227947235107422,376.451904296875,26.227947235107422
2987007.0,86529.0,422.5,4,11695.0,390.0,50.0,3.0,126.0,2,225.0,77.0,-1.0,-1.0,29,-1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,394.99786376953125,-1.0,-1.0,-1.0,-1.0,-1.0,394.99786376953125,-1.0,-1.0,-1.0,-1.0,394.99786376953125,-1,-1,-1,0,0.0,0,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0.5,0.07008733600378036,0.011603754945099354,0.06424900144338608,0.8720542788505554,0.0010535612236708403,6013,120632,0.009393646381795406,9.113850865105633e-06,140.5430145263672,215.51431274414062,142.29306030273438,217.2008056640625,135.9499969482422,207.17161560058594,0.5885294675827026,0.3021136522293091,0.5629135370254517,0.3135339319705963,-1.0,-1.0,421.6366882324219,243.76637268066406,430.1299133300781,244.17591857910156,306.929931640625,60.161624908447266
2987008.0,86535.0,15.0,1,1803.0,0.0,50.0,3.0,126.0,2,237.0,77.0,-1.0,-1.0,1,-1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169740.796875,0.0,5155.0,2840.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,98944.0,-1.0,-1.0,81.0,95.0,-1.0,-1.0,-1.0,-1.0,10.0,1,39.0,420.0,1,1,66.0,-1.0,521.0,400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,70.0,130,32.0,80.0,2.0,1,0,0,1,1,2693,0.0,0.025592604652047157,0.010064425878226757,0.012441318482160568,0.8720542788505554,0.0647648498415947,26309,42910,0.0015639368211850524,5.6505876273149624e-05,139.80050659179688,258.4349670410156,124.1998291015625,220.7201385498047,110.01016235351562,77.59166717529297,0.5783880949020386,0.29854029417037964,0.5870867371559143,0.3042496144771576,0.568181574344635,0.27967768907546997,380.26214599609375,239.60618591308594,385.5230712890625,240.39065551757812,518.0076904296875,259.42095947265625
2987009.0,86536.0,117.0,4,16399.0,11.0,50.0,2.0,124.0,2,104.0,77.0,19.0,-1.0,54,-1,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,12.0,2.0,61.0,61.0,30.0,712.997802734375,30.0,-1.0,-1.0,-1.0,-1.0,434.9977722167969,696.9976806640625,-1.0,-1.0,-1.0,712.997802734375,0,1,1,0,1.0,1,-1,-1,-1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0.0,0.07023953646421432,0.003024887293577194,0.07522299140691757,0.8720542788505554,0.16658662259578705,22466,32768,0.002829850884154439,0.0005978686385788023,121.79210662841797,190.3529815673828,118.96345520019531,186.24620056152344,118.3851318359375,195.1481475830078,0.5778109431266785,0.3046451807022095,0.588027834892273,0.3050946295261383,0.5277774333953857,0.3400520980358124,327.4502258300781,209.67076110839844,330.48614501953125,210.3527374267578,386.0243225097656,232.8031463623047
